Wavelength (nm), scalar, vector, tensor
590.9,216.74213034273376,-119.59468546699223,-19.744827117786492
591.0,215.42991153357084,-121.26853492528501,-20.247056079367322
591.1,214.08441915214203,-122.9885826884833,-20.768936825305385
591.2,212.70417201594586,-124.75670784934688,-21.311529875503858
591.3,211.28759928010567,-126.57489288209176,-21.875971096749954
591.4,209.83303346843752,-128.44523088662518,-22.463478352512457
591.5,208.33870283853537,-130.36993345550022,-23.075358858178536
591.6,206.80272300482758,-132.3513392274869,-23.713017329510016
591.7,205.2230877332945,-134.39192319948003,-24.377965024742203
591.8,203.59765880993746,-136.4943068770382,-25.071829795334143
591.9,201.92415487138433,-138.6612693540221,-25.796367277519906
592.0,200.2001390703466,-140.8957594231466,-26.55347337674823
592.1,198.42300543029452,-143.20090883242952,-27.345198220519357
592.2,196.5899637223952,-145.58004681756304,-28.173761782627775
592.3,194.69802267278942,-148.03671605763515,-29.04157141424515
592.4,192.74397127897933,-150.5746902217171,-29.951241555613795
592.5,190.72435797977022,-153.19799329699595,-30.9056159475232
592.6,188.63546738245944,-155.91092091625978,-31.907792715833576
592.7,186.4732942030228,-158.71806393384622,-32.96115276673796
592.8,184.23351401784228,-161.62433453603205,-34.069392007702014
592.9,181.91145035750353,-164.6349952148271,-35.23655800175405
593.0,179.50203759176875,-167.7556909847759,-36.467091774656126
593.1,176.9997789569652,-170.9924852822009,-37.76587562992148
593.2,174.39869895917982,-174.35190005700727,-39.138287991181286
593.3,171.69228924378805,-177.84096065136748,-40.59026649227331
593.4,168.87344684818777,-181.46724616004485,-42.128380781593314
593.5,165.9344035424463,-185.2389460874609,-43.759916810352586
593.6,162.86664470192224,-189.16492426174406,-45.492974749444734
593.7,159.66081583457358,-193.25479114126554,-47.33658314581874
593.8,156.30661448679754,-197.51898586255027,-49.30083251203665
593.9,152.79266475415926,-201.96886963916734,-51.39703227502666
594.0,149.10637099921868,-206.61683244161466,-53.63789593566333
594.1,145.23374659041235,-211.47641528461426,-56.03776046797279
594.2,141.15921247445448,-216.56245094128488,-58.6128474932432
594.3,136.86535911298566,-221.89122652148964,-61.381575705508624
594.4,132.3326636619853,-227.480672131347,-64.36493654413847
594.5,127.53915212642809,-233.35058082196318,-67.58694840339591
594.6,122.45999341127487,-239.52286630674297,-71.07520901154635
594.7,117.06700847584754,-246.02186657020005,-74.86157138557566
594.8,111.32807284480184,-252.87470363783206,-78.98297651437679
594.9,105.20638405614727,-260.1117126080005,-83.48248641912191
595.0,98.6595565419815,-267.7669568227705,-88.41057560932029
595.1,91.63849392629291,-275.87885115083276,-93.82675884835729
595.2,84.0859712811792,-284.49092232140345,-99.80166102143446
595.3,75.93483523845704,-293.6527449032426,-106.41967447759538
595.4,67.10569453133567,-303.4211051087942,-113.78240620252012
595.5,57.50392211812542,-313.8614640370493,-122.01320049053125
595.6,47.0157138961316,-325.0498202687219,-131.2631466343656
595.7,35.50283414914229,-337.0751137563098,-141.7191686606808
595.8,22.79550102423022,-350.0423767274317,-153.61508378983555
595.9,8.682586852913214,-364.07693641954893,-167.24697377632904
596.0,-7.102141489091038,-379.3301325517193,-182.99495388471738
596.1,-24.8997634735677,-395.98727210936676,-201.3546567362465
596.2,-45.155227211022506,-414.2789847325941,-222.98386403841923
596.3,-68.46122352459622,-434.4979181145349,-248.77348169433947
596.4,-95.62667962878832,-457.02413819968984,-279.9590203677482
596.5,-127.78777456413601,-482.3653462828024,-318.30226027262165
596.6,-166.59603466205934,-511.22362663663915,-366.40048204665743
596.7,-214.5544810467669,-544.6126451004294,-428.2412533568193
596.8,-275.65898551338535,-584.0780438574194,-510.26428229540505
596.9,-356.7271076623987,-632.1489529929577,-623.566865658138
597.0,-470.46398124043895,-693.3711641666464,-789.0013486106035
597.1,-643.6590170768599,-777.0541823290525,-1050.8195873119982
597.2,-944.425298014375,-906.3707754947147,-1522.048894290165
597.3,-1612.7868858844608,-1161.9125447608735,-2602.1049987541105
597.4,-4539.79477443915,-2174.7639192551374,-7441.937878382774
597.5,6432.173466041612,1440.018751075541,10888.874367139786
597.6,1913.976785085585,-115.12478334537218,3409.848643233626
597.7,1111.9082086037615,-439.5546087457115,2133.479068265385
597.8,761.0574599647413,-623.1074570065202,1621.3794404995754
597.9,549.2683482778923,-769.091889577974,1360.0161406712102
598.0,329.1020112001941,-738.1178019214871,1261.4789286130142
598.1,285.6623144667305,-1131.644771775713,1124.3924012767393
598.2,161.62714219357,-1331.6837542618164,1097.366905380033
598.3,30.972642571675333,-1602.0180405856352,1113.3271066431184
598.4,-127.11127557836791,-1982.352010139645,1181.1496742978857
598.5,-346.08097327127797,-2563.957279924463,1327.197028929801
598.6,-704.0900870488831,-3576.0741544997213,1625.0501403758083
598.7,-1462.9635257617788,-5800.813743799397,2333.4432809692908
598.8,-4471.416162076081,-14782.019462011896,5298.925102230889
598.9,9957.992816209975,28544.2695392059,-9167.509210586759
599.0,2883.4034036407306,7353.675310015122,-2125.157326491916
599.1,1838.1668444033332,4247.155052105646,-1108.2458292910035
599.2,1412.981297935707,2997.4961038754554,-708.1470451683749
599.3,1180.202586753935,2322.3065089111815,-497.74446127860153
599.4,1032.217974950583,1899.176183714913,-369.84425826580747
599.5,929.205922380584,1608.9840699933195,-284.9617121665153
599.6,852.9909561301279,1397.4826990889972,-225.19524222193527
599.7,794.0803784872346,1236.4228555261348,-181.27715928581947
599.8,747.0236463040533,1109.642488145327,-147.94348625305912
599.9,708.4624059425321,1007.224915872612,-121.99186727799318
600.0,676.2110899069168,922.7467907588402,-101.36817918551777
600.1,648.7838434126396,851.8636388574224,-84.69810628250124
600.2,625.1337707594448,791.5313120928921,-71.03001747147897
600.3,604.5009750291944,739.5530318550404,-59.68586991386333
600.4,586.3198199109887,694.3034995255916,-50.17075055807384
600.5,570.1600918713647,654.5542473507606,-42.11586824299976
600.6,555.6884106762418,619.3593768651814,-35.24144461893692
600.7,542.6421831132665,587.9786469777968,-29.331874226278806
600.8,530.8115764987185,559.824400366102,-24.21868773114508
600.9,520.0267639032859,534.4241291177315,-19.76861431867629
601.0,510.14872059923823,511.39355302106986,-15.875056857029898
601.1,501.06246547338066,490.41691893513917,-12.451900192779203
601.2,492.67201898266336,471.2323573289708,-9.428945078948006
601.3,484.8965876627526,453.62084291730594,-6.748494312570708
601.4,477.6676391687515,437.39776478581757,-4.362768264806116
601.5,470.9266333447632,422.4064132798043,-2.2319258902080277
601.6,464.6232430321512,408.5128934810552,-0.32253346930214427
601.7,458.7139449609246,395.6021133568781,1.3936316385150609
601.8,453.1608934600799,383.5745905370755,2.940523840824254
601.9,447.9310125520918,372.3438891248562,4.338578555227457
602.0,442.9952583045021,361.8345460395764,5.605312156781737
602.1,438.32801510806735,351.98038110854236,6.755805799154885
602.2,433.90659818267653,342.7231104780223,7.8030981803197355
602.3,429.71084099749197,334.0112016278538,8.758506372629657
602.4,425.7227510629888,325.7989222268268,9.63188942114765
602.5,421.92622115119,318.04554556564096,10.431866107046442
602.6,418.3067857393614,310.7146832767063,11.165995774796466
602.7,414.8514145738547,303.77372215210124,11.840929219620907
602.8,411.5483368763168,297.19334657931716,12.462535172065545
602.9,408.38689098077606,290.94713177306585,13.036006788491326
603.0,405.35739518372606,285.0111958447561,13.565951678599609
603.1,402.45103637402354,279.3639010065963,14.056468313773479
603.2,399.6597736331088,273.98559599512663,14.511211118491598
603.3,396.97625449454205,268.8583932241292,14.933446117992636
603.4,394.3937419527535,263.9659753197961,15.326098673453972
603.5,391.9060506349633,259.29342661237723,15.69179456210504
603.6,389.50749081324483,254.82708590444875,16.032895439316363
603.7,387.19281914889274,250.55441744409322,16.351529541397007
603.8,384.95719523729105,246.46389752788627,16.649618343041556
603.9,382.7961431667918,242.54491456693967,16.928899765194533
604.0,380.7055174252901,238.787680786245,17.190948432273636
604.1,378.68147258785916,235.18315400628782,17.437193398069144
604.2,376.7204363021877,231.72296818821386,17.66893369386572
604.3,374.81908515812773,228.39937161731584,17.88735199783733
604.4,372.97432308626753,225.2051717619561,18.09352667944319
604.5,371.1832619797073,222.13368598133314,18.2884424347339
604.6,369.4432042750279,219.178697370594,18.472999696811044
604.7,367.7516272637627,216.334415129014,18.648022979096435
604.8,366.10616893591146,213.59543891966558,18.814268286667133
604.9,364.50461518264257,210.95672675913085,18.972429711993986
605.0,362.9448882074885,208.41356603603003,19.123145315390914
605.1,361.42503601406503,205.96154730822857,19.26700237686873
605.2,359.9432228547753,203.59654057291823,19.404542094489262
605.3,358.497720538897,201.3146737415544,19.53626379441629
605.4,357.08690051058034,199.1123130843266,19.662628709386492
605.5,355.70922661790394,196.98604543727774,19.78406337504996
605.6,354.363248503161,194.93266198951346,19.900962687383167
605.7,353.0475955526024,192.9491434893881,20.013692658984723
605.8,351.7609713507803,191.03264672701144,20.12259290741571
605.9,350.50214859072423,189.18049216664497,20.227978904712952
606.0,349.2699643965125,187.39015261664298,20.330144013716726
606.1,348.0633160194773,185.6592428370196,20.42936133381828
606.2,346.8811568734215,183.98550999558236,20.52588537608634
606.3,345.72249287782614,182.36682489311286,20.61995358543271
606.4,344.5863790812576,180.80117388650686,20.71178772546003
606.5,343.47191654002245,179.28665144623477,20.80159513987223
606.6,342.3782494295954,177.8214532909814,20.889569902785475
606.7,341.3045623686413,176.403870048246,20.975893868912955
606.8,340.2500779373575,175.0322813947191,21.06073763341454
606.9,339.2140543737066,173.70515063494074,21.144261410135854
607.0,338.1957834326296,172.42101968075892,21.226615836042047
607.1,337.19458839474913,171.1785043977328,21.307942708831007
607.2,336.2098222123575,169.97629028792724,21.388375663976333
607.3,335.24086578156584,168.8131284813624,21.468040796815018
607.4,334.28712633054624,167.6878320110456,21.54705723471821
607.5,333.3480359146682,166.59927234877665,21.625537663874002
607.6,332.4230500101723,165.5463761810436,21.703588814764743
607.7,331.5116461987439,164.5281224061767,21.781311910008473
607.8,330.61332293601964,163.54353933562132,21.85880307788277
607.9,329.72759839764535,162.59170208369855,21.936153734519877
608.0,328.8540093970646,161.6717301316174,22.013450937477966
608.1,327.99211036967256,160.78278505269284,22.090777713130905
608.2,327.14147241844256,159.92406838689504,22.168213360088316
608.3,326.3016824165112,159.0948196538126,22.245833730646993
608.4,325.4723421625649,158.2943144940728,22.32371149208514
608.5,324.65306758524684,157.52186293007833,22.401916369438883
608.6,323.8434879930075,156.77680773764936,22.48051537124727
608.7,323.0432453661956,156.05852292088574,22.559572999607738
608.8,322.25199368835985,155.36641228316827,22.63915144575364
608.9,321.4693983139735,154.6999080877731,22.719310772251575
609.0,320.69513537001734,154.05846980212712,22.800109082793956
609.1,319.92889118899114,153.44158292015823,22.88160268047577
609.2,319.1703617711272,152.84875785766184,22.963846215329095
609.3,318.4192522737216,152.27952891598898,23.0468928218085
609.4,317.67527652559363,151.7334533097009,23.13079424682616
609.5,316.93815656484986,151.21011025419438,23.215600968840963
609.6,316.2076221981966,150.70910010957965,23.301362308427688
609.7,315.4834105801346,150.23004357736778,23.388126530644225
609.8,314.76526581044453,149.7725809467825,23.475940939432668
609.9,314.0529385484346,149.33637138772997,23.5648519641689
610.0,313.3461856424447,148.92109228766907,23.65490523836828
610.1,312.6447697731179,148.52643862979525,23.746145670412147
610.2,311.94845910896936,148.1521224101358,23.838617506006948
610.3,311.25702697271885,147.79787209127014,23.93236438189652
610.4,310.5702515168313,147.46343209053933,24.02742937012048
610.5,309.8879154065711,147.14856230067605,24.123855011829363
610.6,309.2098055087583,146.85303764088476,24.22168333931204
610.7,308.5357125841848,146.57664763642808,24.320955884440018
610.8,307.86543098135616,146.31919602479664,24.421713671154702
610.9,307.19875832883724,146.08050038649557,24.523997188861607
611.0,306.5354952228943,145.86039179839617,24.627846342608166
611.1,305.8754449064017,145.6587145074363,24.733300374585117
611.2,305.21841293392714,145.47532562218927,24.840397749707204
611.3,304.56420681648376,145.31009481943158,24.949175995592693
611.4,303.91263563745065,145.16290406224235,25.059671483893577
611.5,303.2635096283835,145.03364732531975,25.171919135233676
611.6,302.6166396894396,144.92223032193832,25.285952023368267
611.7,301.9718368334805,144.82857022513969,25.401800844617014
611.8,301.32891152452805,144.75259537303398,25.519493204708144
611.9,300.6876728689083,144.69424494402085,25.63905265449699
612.0,300.0479275986848,144.65346858156423,25.760497374806828
612.1,299.4094787580982,144.63022593858628,25.88383836250538
612.2,298.7721239582283,144.62448609643138,26.009076894037943
612.3,298.13565299150855,144.63622678888615,26.136200919997734
612.4,297.4998444754829,144.66543332104396,26.26517984057506
612.5,296.86446098569957,144.71209700303123,26.395956762553965
612.6,296.22924176571,144.77621279470057,26.52843671866825
612.7,295.5938914147376,144.85777562830006,26.66246818441616
612.8,294.95806162228877,144.95677443244188,26.79781300865188
612.9,294.3213202959943,145.07318197307765,26.93409533596417
613.0,293.68309648528174,145.2069366460172,27.070710192697156
613.1,293.0425754659378,145.35790767642476,27.20664901262493
613.2,292.39848178967736,145.52582299378014,27.340138443341232
613.3,291.74858015154035,145.7101030671239,27.467808855694024
613.4,291.08834678315804,145.90941827052362,27.582480403931022
613.5,290.40658601438787,146.12022799359195,27.665857708355006
613.6,289.6647031614203,146.32987188384146,27.653985091709878
613.7,288.5718231369964,146.44160968690196,27.06244469638195
613.8,289.8121361905979,147.3504034881186,30.36526649662527
613.9,288.3497218376243,147.37785937619535,29.169635305313246
614.0,287.57369241220323,147.65394234149122,29.124463834121904
614.1,286.8749854602966,147.97590748238574,29.215047169560446
614.2,286.1992136385107,148.3259170760979,29.351146441774613
614.3,285.53220166552813,148.69955336432548,29.509550932402448
614.4,284.86852304080753,149.09533129342037,29.68163981403623
614.5,284.20557892731165,149.5127253429592,29.863514184049844
614.6,283.54191083124533,149.95160765547115,30.053185449445547
614.7,282.8765911701338,150.4120454996561,30.24956021664379
614.8,282.2089655808001,150.89421601965057,30.452011440647382
614.9,281.5385308055618,151.3983662186816,30.660175566114777
615.0,280.8648715565919,151.9247926461208,30.873847995618497
615.1,280.1876255204025,152.47383051118368,31.092925490620146
615.2,279.5064628069745,153.0458476609001,31.317372681741034
615.3,278.8210732662222,153.64124123292592,31.547201728689753
615.4,278.13115830411465,154.26043586386888,31.78245951976888
615.5,277.4364253793153,154.90388285028774,32.02321938202004
615.6,276.73658415191574,155.57205992331433,32.269575591076595
615.7,276.0313436794469,156.26547143943301,32.52163967612496
615.8,275.32041029202105,156.98464886908505,32.77953790996198
615.9,274.60348591537553,157.7301515108751,33.04340960277447
616.0,273.880266692559,158.50256738676956,33.31340595500984
616.1,273.15044180522665,159.30251429093812,33.58968930891529
616.2,272.41369242725074,160.1306409758892,33.87243269147538
616.3,271.6696907637091,160.98762846686438,34.16181957585747
616.4,270.91809914167334,161.8741915004845,34.458043811175706
616.5,270.15856912811296,162.79108008720496,34.7613096856796
616.6,269.3907406562164,163.7390811998231,35.07183209898578
616.7,268.6142411454983,164.71902059236425,35.38983682631917
616.8,267.8286846038074,165.73176475542462,35.715560862982386
616.9,267.03367070124017,166.77822301555634,36.04925284107976
617.0,266.2287838071944,167.85934978766218,36.39117351335319
617.1,265.4135919825587,168.97614699075658,36.74159630115387
617.2,264.587645919496,170.12966663876026,37.10080790524826
617.3,263.7504778214728,171.32101361938737,37.46910897951314
617.4,262.90160021615753,172.551348675648,37.84681486870704
617.5,262.0405046936421,173.8218916060492,38.23425641247937
617.6,261.166660562111,175.13392470125987,38.63178081866084
617.7,260.27951341264185,176.4887964368498,39.039752609689444
617.8,259.3784835842509,177.88792544371083,39.458554646820915
617.9,258.4629645195895,179.33280478004053,39.8885892375657
618.0,257.53232100091856,180.82500653118382,40.33027933259681
618.1,256.5858872550196,182.36618676641052,40.78406981922556
618.2,255.62296491466492,183.95809088471668,41.25042891944057
618.3,254.64282082301025,185.60255938520135,41.729849701493606
618.4,253.64468466593334,187.3015341013016,42.222851715065424
618.5,252.62774641576922,189.05706494248244,42.72998276123106
618.6,251.59115356810963,190.8713171917512,43.25182080974365
618.7,250.53400815137738,192.74657941273657,43.788976077604154
618.8,249.4553634866087,194.68527202613745,44.34209328450923
618.9,248.3542206723582,196.68995662214996,44.911854102581025
619.0,247.22952476674732,198.76334608322577,45.498979819845346
619.1,246.08016063541413,200.90831560023565,46.10423423922893
619.2,244.90494843042657,203.1279146750144,46.728426837473336
619.3,243.70263866101422,205.42538021350128,47.37241621132489
619.4,242.471906812174,207.80415082649918,48.03711384174405
619.5,241.21134746175272,210.26788246965413,48.72348821072187
619.6,239.9194678403373,212.82046557095816,49.432569309690535
619.7,238.59468077117043,215.466043813114,50.16545358353315
619.8,237.2352969190671,218.2090347600332,50.92330935997189
619.9,235.83951626790548,221.054152541869,51.70738282073039
620.0,234.4054187353884,224.0064328419696,52.51900457850298
620.1,232.9309538211996,227.07126046267229,53.35959693258059
620.2,231.41392917020286,230.2543997854893,54.23068188616203
620.3,229.8519979154309,233.56202848628348,55.13389002023095
620.4,228.24264464603274,237.00077491826124,56.07097033262355
620.5,226.5831698225145,240.5777596365112,57.04380116694515
620.6,224.87067243483068,244.30064160921455,58.054402374779166
620.7,223.102030667577,248.17766974412905,59.10494887660418
620.8,221.27388029971468,252.21774045718243,60.19778581268403
620.9,219.38259052272377,256.43046212604366,61.33544550573296
621.0,217.4242368098243,260.82622740830516,62.52066649314907
621.1,215.3945704076636,265.4162945671149,63.756414929558616
621.2,213.2889839495137,270.21287914018006,65.04590871122595
621.3,211.10247260193725,275.22925752015067,66.39264473495903
621.4,208.82959005299776,280.47988429153304,67.80042977707281
621.5,206.46439852469,285.98052550361007,69.27341556595569
621.6,204.00041184087812,291.7484104625818,70.81613872802748
621.7,201.43053039829658,297.80240511607036,72.43356641580985
621.8,198.74696666437862,304.1632106999554,74.13114858388782
621.9,195.9411595515432,310.853592048455,75.91487807089648
622.0,193.00367568077252,317.8986408665873,77.79135988203582
622.1,189.9240951308615,325.326080374602,79.76789135885336
622.2,186.69087875257947,333.1666191130839,81.8525552859435
622.3,183.29121348124994,341.4543634193125,84.05432843735342
622.4,179.71083127031787,350.2273002480683,86.38320863458175
622.5,175.93379624389024,359.5278647421757,88.85036410703428
622.6,171.94225336394976,369.4036104309256,91.46830985971388
622.7,167.71613024145134,379.90800437846764,94.25111692237101
622.8,163.23278157277701,391.1013753315405,97.21466186152857
622.9,158.46656289529048,403.05205034987495,100.37692589310014
623.0,153.3883167079632,415.837725130017,103.75835549316089
623.1,147.96474919025823,429.54712606734864,107.38229978181519
623.2,142.15766934684157,444.28203918281224,111.27554445028663
623.3,135.92305379734273,460.159803996371,115.46896804229313
623.4,129.20988874608744,477.3164015873833,119.99835460027896
623.5,121.95872463415941,495.910308835629,124.90540793800363
623.6,114.09985671854442,516.1273501902542,130.2390284203548
623.7,105.55101353601036,538.1868617462156,136.056935087106
623.8,96.21439062918857,562.3496012883323,142.42774724170133
623.9,85.972802451838,588.9280098575923,149.43368486154907
624.0,74.68463066818663,618.2996829333516,157.17411364393553
624.1,62.17710548315582,650.9252868665799,165.77025985470158
624.2,48.23724090669029,687.3727314888662,175.3715715388141
624.3,32.59940914325449,728.350305054355,186.1644382394513
624.4,14.92800458181884,774.7529035803893,198.38435661132866
624.5,-5.20722616773702,827.7278173977068,212.33324266795373
624.6,-28.367082482472313,888.7704596852828,228.40462349836955
624.7,-55.29648770740463,959.8672410669285,247.1212358420714
624.8,-87.0068137581888,1043.7151018655964,269.19279773157575
624.9,-124.90671373458005,1144.0703990530194,295.6078208441032
625.0,-171.01843992574592,1266.3257542442016,327.78541260172136
625.1,-228.35277589463018,1418.5098725692753,367.8383863969129
625.2,-301.5971599440524,1613.122538563145,419.05615524368795
625.3,-398.4715865700978,1870.7503533544814,486.8562415598869
625.4,-532.6542002804739,2227.868318161065,580.8373254509494
625.5,-730.9034907016359,2755.8323545550097,719.777276353958
625.6,-1053.6067506772083,3615.675192704576,946.0531236226484
625.7,-1671.8112597204258,5263.522860559731,1379.698027360563
625.8,-3335.0107363562574,9698.02522341003,2546.6724730361134
625.9,-23192.592732713823,62650.882369443,16481.634372939665
626.0,5548.700937357122,-13993.260915300654,-3687.878177255264
626.1,2657.2009554051447,-6283.28649926579,-1658.9393596399282
626.2,1818.3162480188341,-4046.9515711170225,-1070.4326513754042
626.3,1418.8610838630902,-2982.4275651914463,-790.2979103447477
626.4,1185.172469772581,-2359.9465511044486,-626.4909513722038
626.5,1031.7626119781958,-1951.5411303773506,-519.0203611326242
626.6,923.3038040066608,-1663.004137527215,-443.09478791969246
626.7,842.5452533874245,-1448.333511309917,-386.60843408641955
626.8,780.0621383776888,-1282.396446012152,-342.9474116567758
626.9,730.269759415118,-1150.300462017796,-308.19265564147287
627.0,689.6485308300616,-1042.6600504002897,-279.87430420309977
627.1,655.8702058226755,-953.2666062220188,-256.3585232182527
627.2,627.3331339860001,-877.849115290347,-236.5213712234202
627.3,602.8993293054724,-813.37300218478,-219.56428574846427
627.4,581.738008505866,-757.6228992114628,-204.90428568408143
627.5,563.228480618965,-708.9436852803904,-192.10582362941784
627.6,546.8976833823488,-666.073916333163,-180.83695180613333
627.7,532.3787544608335,-628.0353486320441,-170.84024925229676
627.8,519.3828125325188,-594.0576883556246,-161.9130190975337
627.9,507.67928213755266,-563.5261245627516,-153.89348146199282
628.0,497.08188935982037,-535.9439843786713,-146.650945888098
628.1,487.4385088667928,-510.90565847075476,-140.07868648073335
628.2,478.6236807641759,-488.07664603154603,-134.08869060267472
628.3,470.5330125923322,-467.1786268078352,-128.60773047758352
628.4,463.07893473659436,-447.97814223479014,-123.57438455824312
628.5,456.1874422906265,-430.2779071129492,-118.93675114371021
628.6,449.7955658821678,-413.91006518644167,-114.65067355024854
628.7,443.84938802287195,-398.7308994536833,-110.67834810747291
628.8,438.30247246841446,-384.6166438404952,-106.98722198762876
628.9,433.1146096289206,-371.4601376758253,-103.54911282599828
629.0,428.2508062400946,-359.16813153122166,-100.33949975383184
629.1,423.6804655555626,-347.65910111885137,-97.3369481319752
629.2,419.3767174218596,-336.8614608786557,-94.52263946697039
629.3,415.3158672106643,-326.71209452039307,-91.87998473753031
629.4,411.4769397119226,-317.1551387970204,-89.39430436209094
629.5,407.84129942883715,-308.1409710188761,-87.05256178368718
629.6,404.3923327482083,-299.62536157139823,-84.84314047820675
629.7,401.1151805328584,-291.568760894505,-82.7556563487658
629.8,397.996512043156,-283.9356966758065,-80.78079912527882
629.9,395.02433292152847,-276.6942618815757,-78.9101976703488
630.0,392.1878213981761,-269.8156780474922,-77.13630509209628
630.1,389.47718799354476,-263.27392123091613,-75.4523003487053
630.2,386.8835548759535,-257.04540038054785,-73.8520036489642
630.3,384.3988517341213,-251.1086797497288,-72.32980344529534
630.4,382.0157255847742,-245.4442384741034,-70.88059320906548
630.5,379.72746238618,-240.03426163607912,-69.49971649420492
630.6,377.5279186918988,-234.8624581079114,-68.18291905028677
630.7,375.41146187480837,-229.91390125373522,-66.92630695371697
630.8,373.3729176920665,-225.17488921269063,-65.72630989460701
630.9,371.4075241591602,-220.63282201185433,-64.57964889547115
631.0,369.510890863648,-216.27609319091601,-63.48330785192016
631.1,367.6789629832931,-212.0939939782134,-62.434508379654204
631.2,365.9079893847332,-208.07662835488426,-61.43068753027101
631.3,364.194494271478,-204.2148375910259,-60.46947800345471
631.4,362.5352519275416,-200.50013304448848,-59.54869053753371
631.5,360.92726416801145,-196.92463618623523,-58.666298206016435
631.6,359.36774016253247,-193.48102496213326,-57.82042238614321
631.7,357.85407834387036,-190.16248572416197,-57.00932019790714
631.8,356.38385015286406,-186.96267006846372,-56.23137323951137
631.9,354.95478540419134,-183.87565600611558,-55.48507746852655
632.0,353.5647590858517,-180.89591296831588,-54.76903409799312
632.1,352.2117794292221,-178.01827021181057,-54.08194139362453
632.2,350.8939771074729,-175.23788824609412,-53.42258727295084
632.3,349.6095954377289,-172.55023295104778,-52.78984261968926
632.4,348.3569814778055,-169.95105209482443,-52.18265523749082
632.5,347.1345779214642,-167.4363539969351,-51.600044376502844
632.6,345.940915707625,-165.00238811217332,-51.04109577431093
632.7,344.7746072688206,-162.64562733738205,-50.504957159811525
632.8,343.63434035281415,-160.36275186623175,-49.9908341747181
632.9,342.51887235876364,-158.15063443714922,-49.497986672721716
633.0,341.4270251358549,-156.00632683712632,-49.02572536102301
633.1,340.35768019800526,-153.92704753943286,-48.5734087530483
633.2,339.3097743132244,-151.9101703666851,-48.140440404784144
633.3,338.2822954306012,-149.95321408258377,-47.72626641036633
633.4,337.2742789116733,-148.05383282593127,-47.33037313537857
633.5,336.2848040363442,-146.20980730981992,-46.95228516885473
633.6,335.31299075639686,-144.41903671682917,-46.59156347720413
633.7,334.357996672314,-142.67953122837096,-46.247803745320915
633.8,333.41901421132553,-140.98940513254942,-45.920634891933915
633.9,332.4952679866568,-139.3468704606662,-45.609717747926325
634.0,331.58601231967606,-137.75023110740398,-45.31474388783195
634.1,330.69052890816414,-136.1978773942696,-45.0354346061094
634.2,329.80812462530565,-134.68828103986215,-44.771540031067815
634.3,328.9381294351386,-133.21999050410335,-44.522838370509085
634.4,328.07989441120185,-131.79162667677568,-44.28913528427355
634.5,327.2327898460214,-130.40187888364767,-44.070263379954234
634.6,326.39620343974076,-129.04950118597483,-43.866081829062516
634.7,325.5695385568612,-127.73330895162046,-43.67647610195343
634.8,324.7522125405269,-126.45217567811032,-43.501357820805346
634.9,323.9436550741554,-125.20503004989243,-43.34066473095311
635.0,323.14330658051995,-123.99085321386043,-43.194360791894326
635.1,322.35061664849195,-122.8086762587707,-43.06243639032756
635.2,321.5650424778041,-121.65757788575881,-42.944908678690965
635.3,320.78604733206015,-120.53668225847197,-42.841822043813345
635.4,320.01309899011255,-119.44515702265143,-42.7532487115344
635.5,319.24566818565734,-118.38221148625885,-42.679289494491485
635.6,318.48322702447746,-117.34709495229895,-42.62007469172218
635.7,317.7252473682573,-116.33909519767396,-42.57576515034607
635.8,316.9711991732313,-115.35753709243711,-42.54655350137041
635.9,316.22054877104597,-114.4017813548361,-42.53266558365406
636.0,315.4727570782965,-113.47122343863623,-42.534362072307125
636.1,314.72727771985046,-112.5652925501588,-42.551940330330844
636.2,313.98355504976485,-111.68345079363732,-42.58573650517986
636.3,313.2410220517465,-110.82519244450643,-42.636127895210024
636.4,312.49909809920064,-109.99004335146422,-42.703535614734626
636.5,311.7571865524343,-109.17756046935601,-42.78842759073883
636.6,311.014672167827,-108.38733152625981,-42.8913219292997
636.7,310.2709182904596,-107.61897482965533,-43.01279069554889
636.8,309.5252637978284,-106.87213921816878,-43.15346415774892
636.9,308.77701975769156,-106.1465041672261,-43.31403555391214
637.0,308.0254657577283,-105.44178005904338,-43.495266448586776
637.1,307.2698458583034,-104.75770862973026,-43.697992758245675
637.2,306.50936411216725,-104.094063609097,-43.92313153642973
637.3,305.74317958588864,-103.45065157186212,-44.171688624880346
637.4,304.97040080734126,-102.8273130228226,-44.44476729472256
637.5,304.19007955075443,-102.22392374285106,-44.74357802306495
637.6,303.4012038557472,-101.64039642788373,-45.069449575783715
637.7,302.60269015854664,-101.0766826592872,-45.42384159774782
637.8,301.7933743915865,-100.53277525143832,-45.808358948470165
637.9,300.9720018811704,-100.00871103137267,-46.22476806554697
638.0,300.1372158405745,-99.50457411623789,-46.675015692134366
638.1,299.28754421659875,-99.02049976750668,-47.16125037043824
638.2,298.42138459936734,-98.5566789171311,-47.685847183642224
638.3,297.53698684577523,-98.11336348068721,-48.25143632776197
638.4,296.63243299354383,-97.6908725971378,-48.8609362173845
638.5,295.7056139515333,-97.28959996538052,-49.51759198151888
638.6,294.75420233782256,-96.91002248587144,-50.225020396079834
638.7,293.77562069353735,-96.55271046351758,-50.98726253878281
638.8,292.76700411897104,-96.21833968861765,-51.80884575471229
638.9,291.72515614749676,-95.90770578965679,-52.694856905897964
639.0,290.64649637695265,-95.62174135050634,-53.65102937140187
