Wavelength (nm), scalar, vector, tensor
762.0,236.50997988314106,-2.44735595287049,2.3865788166421056
762.1,236.47787896733652,-2.447660333798625,2.3852496290678973
762.2,236.44580792251668,-2.447963878341655,2.383922969238644
762.3,236.4137666770491,-2.448266558512375,2.38259883317228
762.4,236.38175515981422,-2.4485683471267787,2.38127721673145
762.5,236.34977330019325,-2.448869217783682,2.3799581156285576
762.6,236.3178210280629,-2.449169144845587,2.3786415254305022
762.7,236.28589827378525,-2.4494681034196355,2.3773274415632835
762.8,236.2540049681993,-2.44976606933935,2.3760158593164484
762.9,236.2221410426135,-2.4500630191466777,2.3747067738476306
763.0,236.19030642879903,-2.450358930074719,2.373400180186579
763.1,236.15850105898042,-2.4506537800307737,2.3720960732392897
763.2,236.12672486582935,-2.4509475475800095,2.3707944477922047
763.3,236.09497778245637,-2.451240211929718,2.3694952985158464
763.4,236.063259742405,-2.451531752913438,2.368198619968608
763.5,236.03157067964403,-2.4518221509762053,2.3669044066005456
763.6,235.99991052856097,-2.452111387159795,2.3656126527567523
763.7,235.96827922395659,-2.4523994430885336,2.3643233526809233
763.8,235.93667670103568,-2.452686300955325,2.3630365005187244
763.9,235.90510289540384,-2.452971943508421,2.3617520903208256
764.0,235.87355774305965,-2.453256354037995,2.3604701160463044
764.1,235.84204118038897,-2.4535395163636524,2.359190571565575
764.2,235.8105531441601,-2.4538214148220434,2.357913450663463
764.3,235.77909357151583,-2.4541020342545243,2.3566387470419365
764.4,235.74766239996987,-2.4543813599956708,2.3553664543231507
764.5,235.71625956740007,-2.454659377861924,2.354096566051921
764.6,235.68488501204513,-2.454936074140122,2.352829075698613
764.7,235.65353867249547,-2.4552114355771177,2.351563976661636
764.8,235.6222204876934,-2.4554854493689318,2.350301262269853
764.9,235.5909303969222,-2.4557581031506377,2.3490409257852196
765.0,235.55966833980597,-2.4560293849864063,2.347782960404995
765.1,235.52843425630294,-2.4562992833598765,2.3465273592641247
765.2,235.4972280867007,-2.4565677871644502,2.3452741154375025
765.3,235.46604977161118,-2.4568348856943363,2.3440232219421313
765.4,235.43489925196693,-2.4571005686357923,2.3427746717391633
765.5,235.40377646901678,-2.4573648260576926,2.3415284577361803
765.6,235.37268136432104,-2.4576276484039656,2.3402845727889146
765.7,235.34161387974694,-2.4578890264847564,2.3390430097034653
765.8,235.31057395746555,-2.4581489514684947,2.337803761238076
765.9,235.27956153994646,-2.4584074148741415,2.336566820105083
766.0,235.24857656995437,-2.458664408563675,2.3353321789725388
766.1,235.2176189905454,-2.4589199247344276,2.334099830466133
766.2,235.1866887450628,-2.459173955912153,2.332869767170859
766.3,235.1557857771333,-2.4594264949438247,2.331641981632589
766.4,235.12491003066333,-2.459677534990896,2.3304164663599436
766.5,235.09406144983535,-2.459927069522515,2.329193213825489
766.6,235.063239979105,-2.4601750923092904,2.327972216467698
766.7,235.03244556319615,-2.460421597416583,2.3267534666920953
766.8,235.00167814709894,-2.460666579199002,2.3255369568729174
766.9,234.970937676065,-2.4609100322938326,2.324322679354503
767.0,234.94022409560532,-2.4611519516154687,2.3231106264526282
767.1,234.9095373514871,-2.4613923323499467,2.3219007904558757
767.2,234.87887738972836,-2.461631169949109,2.3206931636270136
767.3,234.84824415659799,-2.461868460125425,2.3194877382041974
767.4,234.81763759861,-2.4621041988467973,2.3182845064023105
767.5,234.7870576625217,-2.4623383823315446,2.3170834604141195
767.6,234.75650429533093,-2.462571007043485,2.3158845924115075
767.7,234.72597744427244,-2.4628020696868935,2.3146878945465903
767.8,234.69547705681467,-2.4630315672021834,2.3134933589529325
767.9,234.6650030806578,-2.463259496761323,2.312300977746617
768.0,234.6345554637313,-2.463485855763184,2.3111107430272715
768.1,234.60413415418932,-2.4637106418296875,2.3099226468792864
768.2,234.5737391004097,-2.46393385280117,2.308736681372745
768.3,234.5433702509907,-2.4641554867329827,2.3075528385643778
768.4,234.51302755474765,-2.464375541890933,2.306371110498692
768.5,234.482710960712,-2.4645940167479314,2.305191489208906
768.6,234.45242041812662,-2.4648109099801943,2.3040139667177892
768.7,234.42215587644537,-2.4650262204634354,2.3028385350388176
768.8,234.3919172853294,-2.46523994726998,2.301665186176748
768.9,234.3617045946447,-2.465452089664729,2.300493912128933
769.0,234.33151775445975,-2.465662647102478,2.2993247048858567
769.1,234.3013567150437,-2.4658716192242447,2.2981575564320837
769.2,234.27122142686318,-2.466079005854827,2.2969924587472224
769.3,234.24111184058054,-2.466284806999441,2.2958294038066285
769.4,234.2110279070515,-2.4664890228408765,2.2946683835822537
769.5,234.18096957732197,-2.4666916537369925,2.2935093900434365
769.6,234.15093680262734,-2.466892700217822,2.292352415157762
769.7,234.1209295343894,-2.4670921629832616,2.2911974508917
769.8,234.09094772421398,-2.467290042900351,2.290044489211497
769.9,234.06099132388792,-2.4674863410011354,2.2888935220838103
770.0,234.03106028538016,-2.467681058480137,2.2877445414766275
770.1,234.00115456083532,-2.4678741966924256,2.286597539359764
770.2,233.97127410257497,-2.4680657571513653,2.2854525077058168
770.3,233.94141886309367,-2.468255741526639,2.284309438490703
770.4,233.91158879505744,-2.4684441516423137,2.2831683236944196
770.5,233.88178385130175,-2.468630989474997,2.282029155301836
770.6,233.85200398482993,-2.4688162571521888,2.2808919253032545
770.7,233.82224914880993,-2.4689999569504875,2.279756625695167
770.8,233.79251929657337,-2.469182091294141,2.278623248480997
770.9,233.76281438161323,-2.4693626627533174,2.2774917856715415
771.0,233.73313435758214,-2.46954167404307,2.2763622292859744
771.1,233.7034791782897,-2.4697191280216817,2.2752345713522915
771.2,233.673848797701,-2.469895027689553,2.2741088039081117
771.3,233.6442431699346,-2.470069376188222,2.272984919001194
771.4,233.61466224926133,-2.470242176798952,2.2718629086902635
771.5,233.58510599010108,-2.4704134329421312,2.2707427650455987
771.6,233.55557434702072,-2.4705831481760123,2.26962448014968
771.7,233.52606727473506,-2.4707513261962304,2.268508046097982
771.8,233.4965847281008,-2.470917970834867,2.267393454999525
771.9,233.46712666211758,-2.471083086059964,2.2662806989775417
772.0,233.43769303192508,-2.471246675974832,2.2651697701702993
772.1,233.40828379280126,-2.4714087448176505,2.2640606607316247
772.2,233.37889890016055,-2.471569296961319,2.2629533628317238
772.3,233.34953830955138,-2.4717283369126997,2.2618478686577275
772.4,233.3202019766553,-2.471885869312971,2.2607441704146436
772.5,233.2908898572845,-2.4720418989372286,2.2596422603257813
772.6,233.26160190738003,-2.472196430694363,2.258542130633657
772.7,233.2323380830097,-2.4723494696275914,2.2574437736006803
772.8,233.20309834036627,-2.472501020914216,2.256347181509966
772.9,233.17388263576606,-2.472651089866216,2.2552523466658854
773.0,233.14469092564607,-2.4727996819304687,2.254159261395146
773.1,233.1155231665634,-2.4729468026893073,2.2530679180472486
773.2,233.0863793151921,-2.473092457861283,2.251978308995565
773.3,233.05725932832206,-2.473236653301443,2.2508904266379397
773.4,233.0281631628557,-2.4733793950026084,2.2498042633977255
773.5,232.99909077580836,-2.4735206890961146,2.248719811724405
773.6,232.9700421243043,-2.473660541852733,2.2476370640946737
773.7,232.94101716557518,-2.473798959684185,2.246556013013297
773.8,232.91201585695927,-2.473935949143954,2.2454766510138624
773.9,232.88303815589728,-2.4740715169291225,2.2443989706598892
774.0,232.85408401993183,-2.474205669881687,2.243322964545866
774.1,232.82515340670628,-2.474338414990285,2.242248625297963
774.2,232.7962462739594,-2.474469759391999,2.2411759455753537
774.3,232.76736257952635,-2.47459971037421,2.2401049180711468
774.4,232.73850228133512,-2.4747282753768665,2.2390355355134806
774.5,232.70966533740503,-2.47485546199474,2.2379677906666027
774.6,232.6808517058445,-2.474981277979485,2.2369016763322085
774.7,232.65206134484677,-2.4751057312425164,2.235837185350414
774.8,232.62329421269135,-2.4752288298577407,2.23477431060124
774.9,232.59455026773827,-2.475350582064236,2.233713045005656
775.0,232.56582946842812,-2.4754709962695407,2.2326533815270877
775.1,232.5371317732776,-2.4755900810528293,2.23159531317281
775.2,232.5084571408789,-2.4757078451682424,2.2305388329952147
775.3,232.47980552989657,-2.475824297548819,2.229483934093564
775.4,232.451176899064,-2.4759394473101466,2.2284306096152173
775.5,232.4225712071817,-2.4760533037544876,2.2273788527575786
775.6,232.39398841311566,-2.4761658763751195,2.226328656769463
775.7,232.36542847579224,-2.476277174860876,2.2252800149530856
775.8,232.3368913541966,-2.476387209100955,2.224232920665655
775.9,232.30837700737098,-2.476495989189965,2.2231873673214646
776.0,232.27988539440946,-2.476603525433289,2.222143348393731
776.1,232.2514164744569,-2.4767098283525395,2.2211008574166153
776.2,232.2229702067043,-2.4768149086916234,2.2200598879874667
776.3,232.19454655038655,-2.4769187774230983,2.219020433768964
776.4,232.1661454647794,-2.4770214457540805,2.217982488491485
776.5,232.1377669091949,-2.4771229251340254,2.216946045955547
776.6,232.1094108429782,-2.4772232272612733,2.2159111000342513
776.7,232.0810772255049,-2.47732236409078,2.2148776446760707
776.8,232.05276601617706,-2.4774203478423953,2.2138456739075094
776.9,232.02447717441777,-2.477517191009099,2.212815181836075
777.0,231.99621065966915,-2.4776129063657844,2.2117861626532553
777.1,231.96796643138745,-2.4777075069785828,2.210758610637739
777.2,231.9397444490376,-2.4778010062147766,2.209732520158781
777.3,231.9115446720917,-2.4778934177529934,2.2087078856796176
777.4,231.88336706002076,-2.477984755594069,2.2076847017610906
777.5,231.855211572293,-2.4780750340723308,2.206662963065663
777.6,231.82707816836717,-2.4781642678677698,2.205642664361194
777.7,231.7989668076874,-2.4782524720184282,2.204623800525442
777.8,231.77087744967915,-2.4783396619337403,2.2036063665502765
777.9,231.7428100537418,-2.4784258534088246,2.2025903575463914
778.0,231.7147645792441,-2.4785110626383924,2.2015757687483104
778.1,231.6867409855177,-2.4785953062330592,2.2005625955193717
778.2,231.6587392318507,-2.4786786012352526,2.199550833357352
778.3,231.63075927748088,-2.478760965136473,2.1985404778999325
778.4,231.6028010815898,-2.4788424158951967,2.1975315249308838
778.5,231.57486460329355,-2.478922971956304,2.196523970386296
778.6,231.54694980163632,-2.479002652271088,2.1955178103612765
778.7,231.51905663558352,-2.479081476318185,2.1945130411168594
778.8,231.49118506401186,-2.4791594641264285,2.193509659087702
778.9,231.46333504570038,-2.479236636298441,2.192507660889541
779.0,231.43550653932297,-2.479313014035042,2.1915070433276154
779.1,231.40769950343724,-2.4793886191624783,2.190507803405472
779.2,231.37991389647456,-2.4794634741597177,2.189509938333898
779.3,231.3521496767304,-2.479537602188041,2.1885134455409134
779.4,231.32440680235203,-2.4796110271224596,2.1875183226818633
779.5,231.2966852313272,-2.479683773584385,2.186524567650519
779.6,231.2689849214717,-2.4797558669767183,2.1855321785902597
779.7,231.24130583041548,-2.479827333520937,2.1845411539067046
779.8,231.2136479155903,-2.4798982002961716,2.1835514922802033
779.9,231.18601113421343,-2.4799684952808145,2.1825631926799804
780.0,231.15839544327358,-2.4800382473965934,2.181576254378345
780.1,231.13080079951325,-2.480107486555464,2.180590676966313
780.2,231.10322715941214,-2.4801762437091353,2.1796064603699814
780.3,231.07567447916907,-2.4802445509020346,2.178623604867856
780.4,231.04814271468135,-2.480312441327256,2.177642111109545
780.5,231.0206318215255,-2.4803799493865517,2.176661980135344
780.6,230.9931417549341,-2.480447110753568,2.1756832133974315
780.7,230.9656724697739,-2.4805139624417767,2.174705812781861
780.8,230.93822392051882,-2.4805805428764596,2.173729780632796
780.9,230.91079606122594,-2.4806468919715114,2.1727551197777455
781.0,230.88338884550643,-2.4807130512118283,2.171781833554724
781.1,230.85600222649518,-2.4807790637406604,2.1708099258411955
781.2,230.8286361568189,-2.48084497445344,2.1698394010852384
781.3,230.80129058856326,-2.48091083009773,2.168870264338412
781.4,230.77396547323536,-2.4809766793804484,2.1679025212915466
781.5,230.74666076172468,-2.481042573082904,2.166936178312451
781.6,230.71937640426123,-2.481108564183131,2.165971242486899
781.7,230.69211235037295,-2.4811747079884783,2.1650077216621804
781.8,230.66486854883462,-2.48124106227678,2.1640456244940696
781.9,230.63764494761853,-2.4813076874485738,2.1630849604973204
782.0,230.61044149383906,-2.481374646690908,2.1621257400997584
782.1,230.583258133693,-2.481442006152884,2.1611679747009824
782.2,230.55609481239486,-2.4815098351356704,2.160211676734856
782.3,230.52895147411056,-2.4815782062969007,2.159256859737808
782.4,230.50182806187956,-2.4816471958711417,2.1583035384215705
782.5,230.47472451753856,-2.4817168839082395,2.1573517287528166
782.6,230.44764078163206,-2.481787354531186,2.1564014480383813
782.7,230.42057679331927,-2.481858696214737,2.155452715018108
782.8,230.39353249027488,-2.4819310020880856,2.1545055499651418
782.9,230.36650780857528,-2.482004370262362,2.153559974794955
783.0,230.33950268258332,-2.482078904186691,2.1526160131836964
783.1,230.31251704481542,-2.4821547130353774,2.151673690696814
783.2,230.2855508258021,-2.48223191212907,2.1507330349290816
783.3,230.2586039539341,-2.4823106233939845,2.1497940756573897
783.4,230.23167635529492,-2.482390975862702,2.148856845007249
783.5,230.20476795347605,-2.482473106221489,2.1479213776349324
783.6,230.17787866937928,-2.4825571594090845,2.1469877109266036
783.7,230.15100842099687,-2.4826432892724837,2.1460558852165863
783.8,230.12415712316928,-2.4827316592864612,2.1451259440268267
783.9,230.0973246873221,-2.4828224433440638,2.1441979343297937
784.0,230.07051102117663,-2.482915826625983,2.143271906838256
784.1,230.0437160284284,-2.483012006559271,2.1423479163240478
784.2,230.016939608395,-2.483111193874729,2.141426021970377
784.3,229.99018165562418,-2.483213613776205,2.1405062877609486
784.4,229.96344205946284,-2.4833195072355823,2.1395887829114515
784.5,229.93672070357792,-2.48342913242931,2.1386735823477436
784.6,229.91001746542233,-2.4835427663344793,2.137760767237534
784.7,229.88333221564298,-2.483660706507138,2.1368504255825975
784.8,229.8566648174175,-2.4837832730650145,2.1359426528794767
784.9,229.83001512571644,-2.483910810905274,2.135037552857851
785.0,229.80338298647268,-2.4840436921882505,2.1341352383085175
785.1,229.77676823565363,-2.484182319126653,2.1332358320120277
785.2,229.75017069821143,-2.484327127124283,2.132339467784961
785.3,229.7235901869041,-2.4844785883164886,2.131446291659316
785.4,229.69702650095977,-2.484637215573602,2.1305564632165384
785.5,229.67047942456279,-2.4848035670402626,2.129670157100094
785.6,229.64394872513503,-2.484978251295087,2.128787564734923
785.7,229.6174341513708,-2.4851619332326886,2.1279088962874733
785.8,229.59093543099826,-2.4853553407887192,2.127034382906929
785.9,229.56445226820702,-2.485559272652143,2.126164279295487
786.0,229.53798434068779,-2.485774607138185,2.125298866665218
786.1,229.51153129622037,-2.486002312431087,2.1244384561520806
786.2,229.48509274871637,-2.486243458449721,2.1235833927703154
786.3,229.45866827361988,-2.486499230644085,2.1227340600107594
786.4,229.43225740253865,-2.486770946099883,2.1218908852086042
786.5,229.40585961695234,-2.4870600724143004,2.1210543458345397
786.6,229.37947434080314,-2.4873682499156433,2.120224976900781
786.7,229.35310093173985,-2.4876973179393254,2.1194033797191443
786.8,229.32673867070656,-2.4880493460505884,2.118590232307987
786.9,229.30038674951263,-2.4884266713365646,2.11778630182241
787.0,229.2740442559053,-2.4888319431897874,2.1169924594810463
787.1,229.24771015553623,-2.489268177398755,2.116209698596171
787.2,229.22138327005112,-2.489738821885042,2.115439156485009
787.3,229.19506225028175,-2.4902478371199788,2.114682141274747
787.4,229.16874554322354,-2.4907997951936576,2.1139401649250473
787.5,229.14243135104377,-2.491400002786315,2.1132149842175387
787.6,229.1161175797862,-2.4920546550528764,2.1125086520501877
787.7,229.0898017746171,-2.49277102988203,2.1118235821896456
787.8,229.06348103730565,-2.4935577354553895,2.111162631790071
787.9,229.0371519199775,-2.4944250289840135,2.1105292076380064
788.0,229.0108102867828,-2.4953852317002228,2.1099274044824377
788.1,228.98445113157706,-2.4964532758161173,2.1093621873533963
788.2,228.95806833437948,-2.497647435146304,2.1088396351020613
788.3,228.9316543312027,-2.498990315612739,2.108367270568481
788.4,228.90519965904366,-2.500510220276033,2.1079545155910484
788.5,228.8786923172532,-2.502243065220055,2.10761332963419
788.6,228.8521168526083,-2.504235124337491,2.1073591247157357
788.7,228.82545301777967,-2.506547053918294,2.107212106935906
788.8,228.79867375158742,-2.50925995188833,2.1071992962226735
788.9,228.77174204420817,-2.5124847621824915,2.1073576611218696
789.0,228.74460589637815,-2.516377397132278,2.107739159592324
789.1,228.71718986810345,-2.521164091334174,2.1084191902943696
789.2,228.6893801826885,-2.5271860895631315,2.109511488560286
789.3,228.66099681768193,-2.5349833739323397,2.11119603544669
789.4,228.6317370596977,-2.545463999427428,2.1137755029115604
789.5,228.6010494905241,-2.5602821355751084,2.1178012677030664
789.6,228.56781250952992,-2.5828024992277223,2.1243948889534425
789.7,228.52934034445911,-2.621082322174555,2.1362420973819116
789.8,228.47719663731738,-2.700430593476564,2.161779209405256
789.9,228.36407475310273,-2.962767133280571,2.248312818408412
790.0,229.57785502039093,0.7555491289490944,1.0079625541538317
790.1,228.60158795540005,-2.0963301733819737,1.9576778587182488
790.2,228.51719900592585,-2.272628612187071,2.015533242554668
790.3,228.47037462753713,-2.3362867361070947,2.0358422082940097
790.4,228.4338535104902,-2.3690883897705266,2.0458660238311603
790.5,228.40162304937186,-2.3890713048572976,2.0516172526782506
790.6,228.3715928335496,-2.402506628749231,2.0551862635138702
790.7,228.3428448726296,-2.4121482481505896,2.057491004722314
790.8,228.3149127146604,-2.4193954344784494,2.0589978861891245
790.9,228.2875342133515,-2.4250345422060335,2.059969012081312
791.0,228.26055070458082,-2.429541479328116,2.0605630043346026
791.1,228.23386052617172,-2.4332211480402726,2.0608814828787807
791.2,228.20739552520521,-2.436277922793036,2.060992558321389
791.3,228.18110829924657,-2.438853926608768,2.0609435907187286
791.4,228.15496485460304,-2.4410510563103114,2.0607685313176023
791.5,228.12894017568826,-2.44294427442337,2.0604923531884323
791.6,228.10301544229506,-2.4445899573539,2.0601338339497484
791.7,228.07717622145006,-2.446031319826499,2.059707363913072
791.8,228.05141125759772,-2.4473020443241555,2.05922415589506
791.9,228.02571164220092,-2.448428772288251,2.0586930756161665
792.0,228.0000702308285,-2.44943285285343,2.0581212246111074
792.1,227.97448122574883,-2.4503315950609026,2.05751435763199
792.2,227.94893987168467,-2.4511391805939784,2.0568771868921094
792.3,227.923442230483,-2.451867339765864,2.0562136073940076
792.4,227.8979850118101,-2.4525258594336687,2.055526866232821
792.5,227.8725654442633,-2.4531229696529944,2.054819691479737
792.6,227.84718117608168,-2.453665641554553,2.0540943914727996
792.7,227.82183019780703,-2.454159819347653,2.053352932150152
792.8,227.7965107814458,-2.454610602841919,2.0525969978890615
792.9,227.77122143215527,-2.455022392376818,2.0518280398144277
793.0,227.74596084955414,-2.4553990048919716,2.0510473144873353
793.1,227.72072789648902,-2.4557437676277973,2.050255915137259
793.2,227.69552157362907,-2.456059594328978,2.0494547970616166
793.3,227.6703409986677,-2.4563490476483687,2.048644798425587
793.4,227.64518538917423,-2.4566143905808793,2.047826657405255
793.5,227.62005404837686,-2.4568576291129256,2.047001026402521
793.6,227.5949463533077,-2.4570805477904516,2.0461684838993532
793.7,227.5698617448596,-2.4572847395387036,2.045329544396418
793.8,227.54479971940916,-2.4574716307908604,2.0444846667873415
793.9,227.51975982172524,-2.457642502762916,2.0436342614488834
794.0,227.4947416389353,-2.457798509548755,2.0427786962709287
794.1,227.46974479537363,-2.457940693574965,2.0419183018062173
794.2,227.44476894816106,-2.4580699988552865,2.041053375687021
794.3,227.4198137834022,-2.458187282400876,2.0401841864266124
794.4,227.39487901289553,-2.4582933240798024,2.0393109767039572
794.5,227.36996437128457,-2.458388835165413,2.0384339662115925
794.6,227.34506961357764,-2.45847446577319,2.037553354132403
794.7,227.32019451298353,-2.4585508113506376,2.0366693213013396
794.8,227.29533885901517,-2.4586184183587725,2.03578203209721
794.9,227.27050245582805,-2.458677789259104,2.034891636103
795.0,227.2456851207551,-2.458729386904359,2.033998269567716
795.1,227.22088668301225,-2.45877363841365,2.0331020566959253
795.2,227.19610698255673,-2.4588109386022152,2.032203110789029
795.3,227.1713458690684,-2.4588416530231747,2.0313015352571413
795.4,227.14660320105142,-2.458866120672705,2.030397424518761
795.5,227.12187884502515,-2.458884656400829,2.0294908648022187
795.6,227.09717267480735,-2.4588975530643635,2.0285819348611382
795.7,227.07248457087078,-2.4589050834537685,2.0276707066146424
795.8,227.0478144197648,-2.458907502021486,2.026757245721147
795.9,227.02316211359746,-2.458905046434854,2.025841612093674
796.0,226.9985275495676,-2.4588979389736814,2.0249238603636974
796.1,226.97391062954406,-2.4588863877913045,2.0240040402988155
796.2,226.94931125968367,-2.458870588053773,2.0230821971804143
796.3,226.92472935008644,-2.4588507229703613,2.02215837214455
796.4,226.90016481448384,-2.458826964728376,2.0212326024912333
796.5,226.87561756995345,-2.458799475341524,2.020304921964663
796.6,226.85108753665972,-2.458768407421237,2.0193753610079583
796.7,226.82657463762112,-2.4587339048796424,2.018443946994616
796.8,226.80207879849192,-2.4586961035699697,2.017510704439684
796.9,226.7775999473674,-2.4586551318719065,2.0165756551921232
797.0,226.75313801460373,-2.458611111227084,2.0156388186105136
797.1,226.72869293265313,-2.45856415662873,2.0147002117236306
797.2,226.70426463591164,-2.4585143770714506,2.0137598493775464
797.3,226.67985306058193,-2.458461875963432,2.0128177443703454
797.4,226.65545814454288,-2.4584067515061125,2.0118739075755125
797.5,226.63107982723398,-2.458349097042839,2.0109283480555256
797.6,226.60671804954467,-2.458289001380611,2.009981073165884
797.7,226.58237275371573,-2.458226549086616,2.009032088651102
797.8,226.55804388324387,-2.458161820762025,2.0080813987328594
797.9,226.53373138279787,-2.4580948932952613,2.0071290061911737
798.0,226.50943519813785,-2.4580258400962745,2.0061749124395307
798.1,226.4851552760409,-2.457954731313301,2.0052191175936662
798.2,226.46089156423355,-2.4578816340345195,2.0042616205356496
798.3,226.43664401132534,-2.4578066124741302,2.003302418972518
798.4,226.4124125667517,-2.457729728146576,2.0023415094908557
798.5,226.38819718071665,-2.457651040026946,2.0013788876070513
798.6,226.36399780414226,-2.457570604702125,2.0004145478137527
798.7,226.3398143886181,-2.4574884765096146,1.9994484836230313
798.8,226.31564688635842,-2.4574047076688204,1.998480687605959
798.9,226.2914952501571,-2.457319348401929,1.997511151429687
799.0,226.2673594333494,-2.4572324470480615,1.9965398658914495
799.1,226.2432393897745,-2.4571440501692656,1.9955668209500148
799.2,226.2191350737386,-2.45705420264978,1.9945920057550313
799.3,226.195046439985,-2.456962947789366,1.9936154086740114
799.4,226.17097344365868,-2.4568703273899937,1.9926370173172718
799.5,226.1469160402813,-2.456776381837933,1.99165681856097
799.6,226.12287418571947,-2.4566811501800334,1.990674798568747
799.7,226.0988478361619,-2.456584670196234,1.989690942811064
799.8,226.07483694809193,-2.4564869784667387,1.9887052360837245
799.9,226.05084147826543,-2.4563881104359133,1.987717662524422
800.0,226.0268613836881,-2.45628810047202,1.9867282056282924
800.1,226.00289662159412,-2.4561869819238105,1.9857368482621645
800.2,225.9789471494262,-2.456084787173354,1.9847435726774487
800.3,225.95501292481623,-2.455981547686545,1.983748360522152
800.4,225.93109390556717,-2.4558772940600115,1.982751192851814
800.5,225.9071900496355,-2.455772056066267,1.9817520501395307
800.6,225.88330131511387,-2.455665862695293,1.9807509122847256
800.7,225.8594276602164,-2.455558742195068,1.9797477586215764
800.8,225.8355690432622,-2.4554507221090627,1.9787425679263013
800.9,225.81172542266185,-2.455341829312076,1.977735318423811
801.0,225.7878967569013,-2.455232090043998,1.9767259877933914
801.1,225.76408300453107,-2.4551215299421507,1.975714553174149
801.2,225.74028412415075,-2.455010174071792,1.9747009911694169
801.3,225.7165000743969,-2.4548980469550057,1.973685277850672
801.4,225.69273081393254,-2.454785172597967,1.9726673887608714
801.5,225.6689763014328,-2.4546715745176524,1.9716472989171885
801.6,225.64523649557512,-2.454557275766241,1.9706249828133358
801.7,225.62151135502856,-2.4544422989551338,1.9696004144211692
801.8,225.59780083844052,-2.454326666277211,1.9685735671918503
801.9,225.57410490442965,-2.454210399528697,1.9675444140567695
802.0,225.55042351157243,-2.4540935201294976,1.9665129274276991
802.1,225.52675661839598,-2.4539760491427547,1.9654790791966648
802.2,225.50310418336622,-2.45385800729364,1.9644428407353787
802.3,225.4794661648797,-2.4537394149873575,1.9634041828942521
802.4,225.45584252125275,-2.453620292326037,1.962363076001045
802.5,225.4322332107144,-2.453500659125253,1.9613194898590351
802.6,225.40863819139534,-2.4533805349298787,1.9602733937449426
802.7,225.38505742132006,-2.4532599390288787,1.9592247564063634
802.8,225.36149085839835,-2.4531388904697278,1.9581735460590601
802.9,225.33793846041598,-2.453017408072715,1.9571197303835377
803.0,225.31440018502587,-2.452895510443711,1.9560632765217298
803.1,225.29087598974198,-2.4527732159874756,1.9550041510730032
803.2,225.267365831927,-2.452650542919499,1.95394232008997
803.3,225.2438696687875,-2.452527509278449,1.9528777490740505
803.4,225.22038745736475,-2.4524041329371626,1.9518104029705265
803.5,225.19691915452532,-2.45228043161391,1.9507402461635228
803.6,225.17346471695512,-2.4521564228830277,1.9496672424704717
803.7,225.1500241011482,-2.452032124185295,1.948591355136407
803.8,225.1265972634015,-2.451907552837832,1.9475125468278414
803.9,225.10318415980646,-2.4517827260437324,1.9464307796265148
804.0,225.07978474623908,-2.451657660901543,1.945346015022698
804.1,225.05639897835272,-2.4515323744142683,1.944258213908103
804.2,225.03302681157118,-2.4514068834982896,1.9431673365688764
804.3,225.0096682010783,-2.451281204991674,1.9420733426777799
804.4,224.98632310181196,-2.451155355662822,1.9409761912866377
804.5,224.9629914684547,-2.451029352218465,1.9398758408179004
804.6,224.93967325542488,-2.4509032113114286,1.9387722490563954
804.7,224.91636841687057,-2.4507769495486342,1.937665373140447
804.8,224.8930769066583,-2.450650583498461,1.9365551695528895
804.9,224.8697986783669,-2.450524129697932,1.9354415941118037
805.0,224.84653368527776,-2.4503976046604747,1.9343246019605587
805.1,224.8232818803667,-2.4502710248823147,1.9332041475582575
805.2,224.8000432162955,-2.4501444068499802,1.9320801846689837
805.3,224.7768176454018,-2.4500177670467695,1.9309526663514893
805.4,224.7536051196919,-2.449891121959447,1.9298215449482983
805.5,224.73040559083123,-2.449764488084896,1.9286867720741856
805.6,224.70721901013462,-2.4496378819367997,1.9275482986048227
805.7,224.68404532855774,-2.4495113200515997,1.9264060746647402
805.8,224.66088449668678,-2.449384818995093,1.9252600496151515
805.9,224.6377364647305,-2.44925839536857,1.9241101720411564
806.0,224.61460118250966,-2.4491320658150224,1.9229563897390658
806.1,224.59147859944667,-2.4490058470251834,1.92179864970272
806.2,224.56836866455689,-2.4488797557436244,1.9206368981101418
806.3,224.5452713264373,-2.448753808774743,1.919471080309234
806.4,224.52218653325795,-2.448628022988662,1.9183011408035067
806.5,224.4991142327485,-2.448502415327161,1.917127023237028
806.6,224.4760543721914,-2.448377002809781,1.9159486703794761
806.7,224.4530068984081,-2.448251802539363,1.9147660241102316
806.8,224.42997175774894,-2.4481268317082168,1.913579025402603
806.9,224.4069488960827,-2.4480021076037306,1.9123876143071317
807.0,224.3839382587835,-2.447877647614454,1.9111917299348389
807.1,224.3609397907212,-2.4477534692357206,1.9099913104397979
807.2,224.33795343624695,-2.4476295900756937,1.908786293001428
807.3,224.31497913918415,-2.447506027861098,1.9075766138062056
807.4,224.29201684281313,-2.447382800443247,1.9063622080288645
807.5,224.26906648986053,-2.447259925803794,1.9051430098133486
807.6,224.24612802248464,-2.447137422060881,1.9039189522529745
807.7,224.22320138226462,-2.4470153074749317,1.9026899673702484
807.8,224.20028651018475,-2.446893600454752,1.9014559860961178
807.9,224.17738334662224,-2.4467723195635838,1.9002169382487455
808.0,224.15449183133143,-2.4466514835253266,1.8989727525116098
808.1,224.13161190343183,-2.446531111230448,1.8977233564112117
808.2,224.10874350139116,-2.4464112217424927,1.8964686762939187
808.3,224.0858865630124,-2.4462918343041467,1.8952086373026291
